ResponseId,zip_code,state,att_travel_satisfaction,att_weather_concern,att_weather_influence,att_shop_instore,att_mixed_use_neighborhood,att_tech_ability,att_environment_friendly,att_transit_proximity,att_tech_learning_frustration,att_spacious_home,att_physical_activity,att_group_energy,att_social_drain,att_public_social,att_nearby_support,att_community_support,att_community_participation,att_communication_channels,att_safety_knowledge,att_adaptability,att_test,att_authority_confidence,att_guideline_compliance,att_personal_resilience,att_financial_resilience,avail_comm_resources,avail_alert_systems,avail_cooling_warming_centers,avail_informal_centers,avail_emergency_shelters,avail_emergency_medical,avail_transport_assist,avail_evac_assist,avail_food_water,avail_charging_stations,life_satisfaction_now_group,life_satisfaction_now,life_satisfaction_duringcovid,social_connect_strength,healthcare_quality,financial_secure,provide_care,exp_ext_heat,exp_ext_cold,exp_maj_flooding,exp_maj_earthquake,exp_hurr_tor,exp_wildfire,exp_power_outage,exp_pandemic,ext_heat_impact_wlb,ext_heat_cope,ext_heat_likely_repeat,ext_heat_affect,ext_heat_lkly_normal_business,ext_heat_lkly_stay_home,ext_heat_lkly_seek_shelter,ext_heat_lkly_social_connection,ext_heat_lkly_leave_town,ext_heat_lkly_supplies,ext_heat_lkly_follow_officials,ext_heat_lkly_comm_supports,ext_heat_cope_comments,ext_heat_indoor_restaurant,ext_heat_takeout_pickup,ext_heat_food_delivery,ext_heat_public_indoors,ext_heat_wfh,ext_heat_commute,ext_heat_car_travel,ext_heat_public_transit,ext_heat_stay_home,ext_heat_stay_family_friends,ext_heat_check_family_friends,ext_heat_volunteer_community,ext_heat_ac_equipped,ext_cold_impact_wlb,ext_cold_cope,ext_cold_likely_repeat,ext_cold_affect,ext_cold_lkly_normal_business,ext_cold_lkly_stay_home,ext_cold_lkly_seek_shelter,ext_cold_lkly_social_connection,ext_cold_lkly_leave_town,ext_cold_lkly_supplies,ext_cold_lkly_follow_officials,ext_cold_lkly_comm_supports,ext_cold_cope_comments,ext_cold_indoor_restaurant,ext_cold_takeout_pickup,ext_cold_food_delivery,ext_cold_public_indoors,ext_cold_wfh,ext_cold_commute,ext_cold_car_travel,ext_cold_transit_use,ext_cold_stay_home,ext_cold_stay_family_friends,ext_cold_check_family_friends,ext_cold_volunteer_community,ext_flooding_impact_wlb,ext_flooding_cope,ext_flooding_likely_repeat,ext_flooding_affect,ext_flooding_lkly_normal_business,ext_flooding_lkly_stay_home,ext_flooding_lkly_seek_shelter,ext_flooding_lkly_social_connection,ext_flooding_lkly_leave_town,ext_flooding_lkly_supplies,ext_flooding_lkly_follow_officials,ext_flooding_lkly_comm_supports,ext_flooding_cope_comments,ext_flooding_wfh,ext_flooding_car_travel,ext_flooding_walk_bike_mode,ext_flooding_transit_use,ext_flooding_stay_home,ext_flooding_stay_family_friends,ext_flooding_check_family_friends,ext_flooding_volunteer_community,ext_earthquake_impact_wlb,ext_earthquake_cope,ext_earthquake_likely_repeat,ext_earthquake_affect,ext_earthquake_lkly_normal_business,ext_earthquake_lkly_stay_home,ext_earthquake_lkly_seek_shelter,ext_earthquake_lkly_social_connection,ext_earthquake_lkly_leave_town,ext_earthquake_lkly_supplies,ext_earthquake_lkly_follow_officials,ext_earthquake_lkly_comm_supports,ext_earthquake_cope_comments,ext_earthquake_wfh,ext_earthquake_car_travel,ext_earthquake_walk_bike_mode,ext_earthquake_transit_use,ext_earthquake_stay_home,ext_earthquake_stay_family_friends,ext_earthquake_check_family_friends,ext_earthquake_volunteer_community,ext_powerout_impact_wlb,ext_powerout_cope,ext_powerout_likely_repeat,ext_powerout_affect,ext_powerout_lkly_normal_business,ext_powerout_lkly_stay_home,ext_powerout_lkly_seek_shelter,ext_powerout_lkly_social_connection,ext_powerout_lkly_leave_town,ext_powerout_lkly_supplies,ext_powerout_lkly_follow_officials,ext_powerout_lkly_comm_supports,ext_powerout_cope_comments,ext_powerout_eating_restaurant,ext_powerout_indoor_restaurant,ext_powerout_food_delivery,ext_powerout_takeout_pickup,ext_powerout_car_travel,ext_powerout_walk_bike_mode,ext_powerout_transit_use,ext_powerout_stay_home,ext_powerout_stay_family_friends,ext_powerout_check_family_friends,ext_powerout_volunteer_community,employment_status,freq_work,freq_school,freq_wfh,work_dist,school_dist,work_mode_choice,nonwork_mode_choice,school_mode_choice_student,nonwork_mode_choice_student,work_mode_choice_student_worker,school_mode_choice_student_worker,nonwork_mode_choice_student_worker,nonwork_mode_choice_nonemp,online_shopping_freq,meal_prep_freq,groc_deliver_freq,service_deliver_freq,eng_walking,eng_running,eng_biking,eng_public_parks,eng_visit_playground,eng_farmers_market,eng_outdoor_event,eng_civic_activity,eng_people_watching,imp_travel_dist,imp_location,imp_dist_from_community,imp_cost,imp_activity_type,imp_park_avail,imp_public_transit_access,imp_test,imp_location_safety,imp_family_friends_join,imp_weather,imp_disability_access,tm_out_of_house,tm_fresh_air,tm_socialize,tm_social_visibility,tm_sense_of_belonging,tm_meet_friends_family,tm_activities_enjoy,travel_motivation_other,conc_personal_safety,conc_traffic_safety,conc_public_space_maintenance,conc_disability_access,conc_suff_info,conc_overcrowding,conc_connectivity,conc_noise,conc_pollution,conc_weather_protection,conc_social_comfort,rank_indoor_dine,rank_outdoor_dine,rank_pickup_food,rank_food_delivery,covid_freq_indoor_dine,covid_freq_outdoor_dine,covid_freq_pickup,covid_freq_delivery,covid_freq_cook,covid_freq_take_food_out,covid_rest_buss_hours,covid_rest_buss_out,covid_rest_menu_reduc,covid_rest_deliver_offer,covid_rest_outdoor_offer,ta_bus,ta_light_rail,ta_intercity_rail,ta_ferry,ta_none,transit_avail_other,transit_freq,tmu_bus,tmu_light_rail,tmu_intercity_rail,tmu_ferry,transit_mode_use_other,pre_covid_transit_use,covid_transit_use,pctr_less_reliable,pctr_health_concerns,pctr_changed_job,pctr_wfh,pctr_moved,pctr_transit_cost,pctr_financial_change,pctr_acquire_vehicle,pctr_lifestyle_change,post_covid_transit_reduce_other,pcti_improve_reliabiity,pcti_decreased_healthy_concerns,pcti_new_job,pcti_change_work_location,pcti_return_office,pcti_moved,pcti_transit_less_cost,pcti_financial_changes,pcti_no_personal_vehicle,pcti_lifestyle_changes,post_covid_transit_increase_other,transit_trip_purpose,transit_trip_purpose_other,transit_alternative,transit_alternative_other,license,work_environment,hh_unit,hh_unit_other,hh_tenure,hh_tenure_other,hh_under_5,hh_5_11,hh_12_17,hh_18_34,hh_35_54,hh_55_64,hh_over_65,hh_license,hh_veh,year_born,gender,hispanic,race_indian_native,race_asian,race_black,race_native_pacific,race_white,race_prefer_not_to_answer,race_other,educ,travel_disability,hh_income,comments,County,Age_group,hh_size,region
1245,98101,49,4,4,3,4,4,3,3,4,3,4,3,4,4,4,4,4,3,4,4,4,4,3,3,4,4,3,3,3,4,3,3,3,3,3,4,2,8,2,2,4,2,2,4,4,3,4,4,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,4,4,4,3,4,4,3,4,3,"In the aftermath of a major earthquake, people would likely focus on checking for injuries and securing their homes to prevent further damage.",2,3,3,2,3,3,2,3,4,2,4,4,4,4,4,3,4,4,4,3,"During a neighborhood-wide power outage, many people would use battery-powered or solar-powered lights to maintain visibility and keep essential devices running.",3,2,2,3,2,2,3,3,3,2,3,2,5,,6,10,,1,1,,,,,,,2,2,2,2,5,4,5,5,4,4,5,4,5,4,3,4,3,4,4,3,2,4,4,3,4,1,0,1,0,1,0,0,,4,3,4,3,4,3,4,3,3,4,4,1,4,3,2,3,2,3,2,3,3,2,2,3,3,3,0,0,0,1,0,,2,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3,,1,,1,1,2,,2,,1,1,1,0,2,0,0,1,1,1982,1,1,0,0,0,0,1,0,,7,1,8,"To better prepare for severe disruptions or extreme events, communities could invest in comprehensive emergency response plans and conduct regular drills to ensure everyone knows their role.",Puget,35-54,4,9
1246,98375,49,5,1,2,5,5,4,5,4,2,3,5,5,1,5,5,5,2,4,4,5,4,5,5,5,5,4,4,3,3,3,3,3,3,3,3,2,8,3,2,5,1,1,4,2,1,1,1,1,1,1,2,1,2,0,5,5,1,1,1,2,1,1,no,2,4,4,2,4,3,3,4,3,3,3,4,2,1,1,2,0,5,2,1,1,1,2,2,1,no,3,4,4,3,4,3,3,4,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,0,4,,1,3,,,,,,,3,1,1,3,5,1,1,3,3,3,2,1,3,5,5,5,5,5,5,5,2,5,5,5,1,0,0,1,0,0,1,1,,5,5,5,1,1,1,1,1,1,2,2,1,2,3,4,3,2,4,4,3,2,3,2,4,3,3,1,1,1,1,0,,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,1,,2,,0,0,0,0,0,0,2,2,2,1948,2,2,0,0,0,0,1,0,,3,1,8,no,Puget,55+,2,9
1247,85304,3,5,4,5,3,4,3,5,5,5,2,4,3,1,2,5,4,1,3,4,4,4,5,5,4,1,1,3,3,3,3,3,4,3,3,3,2,7,1,3,5,2,1,5,1,1,1,1,1,1,1,1,1,5,3,3,5,3,4,3,4,4,3,nothing,4,4,4,3,4,4,3,3,3,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,11,2,1,3,1,4,1,1,2,1,1,1,1,4,4,4,3,3,3,4,5,2,3,3,3,4,1,1,0,0,0,1,0,,3,4,4,4,4,4,4,4,4,4,3,1,4,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,,2,1,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2,,9,,1,,3,,1,,0,0,0,0,0,0,1,1,0,1942,1,2,0,0,0,0,1,0,,6,1,2,nothing,Maricopa,55+,1,8
1248,98032,49,4,2,4,1,4,4,4,4,4,1,4,3,4,4,4,4,4,4,4,4,4,4,5,5,2,1,1,3,3,1,1,1,1,1,1,1,5,3,2,4,2,1,5,1,1,1,1,1,3,3,3,4,4,5,3,5,3,4,2,3,4,4,No,3,3,3,2,4,4,1,4,2,3,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,2,4,4,3,3,2,4,4,4,Don't know ,3,4,4,3,4,3,4,3,4,3,3,4,,,,,,,,,,,,,3,3,3,3,1,4,1,1,1,1,1,1,1,4,4,4,4,1,2,1,1,2,2,3,4,2,0,1,1,0,0,0,1,,2,2,1,2,1,4,2,1,1,2,1,1,4,3,2,1,2,2,2,2,2,1,4,4,2,2,1,0,0,0,0,,5,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,1,,3,,1,,0,0,0,0,0,0,1,1,0,1938,2,2,0,0,0,0,1,0,,2,3,2,,Puget,55+,1,9
1249,98093,49,4,5,4,3,4,5,5,4,5,5,4,4,5,4,5,4,5,4,4,5,4,5,4,5,5,4,3,2,4,3,3,2,4,3,4,3,9,1,1,4,1,4,5,4,5,5,4,4,3,4,5,1,5,5,5,3,4,3,5,5,4,4,"Helping the needy, providing basic amenities, security, youth empowerment ",1,2,2,2,3,2,2,1,3,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,5,4,4,5,5,3,4,4,5,4,"They are reliable, trustworthy, secure, helpful and awesome ",1,2,3,1,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,2,50,,1,1,,,,,,,3,3,4,2,4,4,3,3,3,4,3,3,4,4,4,5,5,4,5,5,2,4,4,4,5,0,1,1,1,0,0,0,,5,4,4,5,5,4,4,5,4,4,5,3,1,2,4,2,1,3,3,3,1,3,3,3,3,2,0,1,0,0,0,,3,0,1,0,0,0,2,3,1,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,,1,,1,1,1,,2,,0,2,0,1,1,0,0,2,2,1989,1,2,0,0,0,0,1,0,,7,1,8,"Providing basic amenities, security, empowering the youths, creating job awareness, helping the needy ",Puget,35-54,4,9
1250,85215,3,5,1,2,4,4,3,4,2,4,3,5,1,5,3,2,4,3,3,4,3,4,4,4,5,2,3,4,3,3,1,3,3,1,1,1,1,6,3,3,3,5,2,2,1,1,1,3,2,3,2,1,1,4,2,5,3,1,1,1,1,5,4,Stay indoors whether at home or work,4,4,4,4,3,3,3,4,3,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,4,2,1,1,1,2,5,5,No,4,4,4,4,3,3,4,3,4,2,2,2,5,,1,2,,3,1,,,,,,,2,1,1,1,5,1,3,3,2,2,2,1,3,4,4,3,5,3,3,1,2,5,3,4,1,0,1,0,0,0,1,1,,2,1,3,1,1,2,1,4,4,3,3,1,2,3,4,4,4,4,4,2,2,4,2,3,3,3,1,1,0,0,0,,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,1,,2,,0,0,2,0,1,1,0,3,2,1968,2,2,0,0,0,0,1,0,,7,1,5,No,Maricopa,55+,4,8
1251,98387,49,5,2,4,2,3,4,4,2,4,2,4,2,5,2,4,4,2,4,3,4,4,4,3,4,2,4,4,3,3,3,3,3,3,3,3,3,9,2,2,5,4,1,4,4,1,1,1,1,4,3,3,2,5,3,4,4,2,2,2,2,4,2,Be sure to have my home cooling system services prior to the hot weather season,3,1,2,1,4,3,3,4,3,3,2,3,1,2,3,5,4,4,2,2,2,2,4,4,4,stock up before hand on essentials,3,1,3,3,4,3,3,4,3,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,0,3,,1,1,,,,,,,6,3,1,3,4,1,4,3,1,1,2,1,3,3,3,2,3,4,3,1,2,4,2,4,2,1,1,0,0,0,0,1,,5,3,4,3,3,4,2,3,3,3,4,1,4,2,3,1,2,2,3,3,4,3,2,2,2,3,0,0,0,0,1,,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,1,,2,,0,0,0,0,0,2,0,2,3,1968,2,2,0,0,0,0,1,0,,5,1,7,my immediate community does not have public transportation - I wish that there were options to connect with public transportation within walking distance of my home,Puget,55+,2,9
1252,85254,3,5,2,4,4,5,3,4,3,5,3,4,3,4,4,5,3,2,2,5,4,4,1,4,5,5,2,3,3,3,3,3,3,1,3,3,3,9,3,5,5,1,1,5,1,1,1,1,1,2,3,2,1,5,2,4,4,1,3,2,4,4,2,no,1,3,3,3,4,4,3,4,2,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,3,4,3,3,2,4,4,3,none that I can think of,1,1,1,1,1,3,1,2,2,2,4,4,,,,,,,,,,,,,1,2,1,1,1,4,1,1,3,1,1,2,1,3,3,4,3,3,4,4,1,2,4,4,5,1,0,0,1,0,0,1,1,,3,3,4,1,3,5,2,2,4,4,4,1,4,2,3,1,2,2,2,3,2,3,2,2,2,1,1,1,0,0,0,,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,1,,2,,2,,0,0,0,0,0,0,1,1,1,1942,1,2,0,0,0,0,1,0,,3,1,5,none that I can think of,Maricopa,55+,1,8
1253,85201,3,4,3,5,5,4,4,5,3,2,2,4,2,4,4,2,2,4,4,2,3,4,2,4,4,2,3,3,1,3,1,1,4,1,1,1,2,8,1,2,5,3,1,2,2,1,1,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,1,4,4,2,2,2,3,4,4,"No, I prefer the cold as it is easier to warm up with blankets etc.",2,1,1,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,5,4,3,2,4,4,3,2,4,4,"It would nice if generators were affordable, especially for seniors to use fans.  Personally, I immediately run a bath of water in case I need to get cooled down.",1,1,3,1,3,3,2,1,2,2,2,2,3,,0,2,,1,11,,,,,,,2,1,1,1,5,5,4,4,1,3,2,3,3,3,3,2,4,3,3,4,2,4,3,3,2,1,1,0,0,0,0,1,,3,1,2,1,1,4,2,4,3,3,4,1,2,3,4,1,1,1,1,3,4,3,2,2,2,3,1,1,0,0,0,,3,1,1,0,0,0,3,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2,,1,,1,1,3,,2,,0,0,0,0,0,0,1,1,1,1954,2,2,0,0,0,0,1,0,,7,1,5,No,Maricopa,55+,1,8
1254,98125,49,3,3,5,5,5,3,4,3,4,3,5,4,4,4,3,2,3,4,3,3,4,1,3,4,3,3,3,3,3,3,3,3,3,3,3,1,6,2,3,5,4,1,3,3,1,2,1,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,6,3,4,4,1,1,1,4,3,3,No/,4,4,4,3,3,3,3,3,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,3,2,1,1,1,2,3,2,Nope.,1,1,1,3,3,3,3,3,1,3,3,2,5,,0,3,,1,1,,,,,,,2,1,1,1,5,1,1,5,1,3,3,1,3,3,3,3,4,4,4,3,2,4,3,5,1,1,1,1,0,0,0,0,,3,3,3,1,1,3,3,3,3,4,3,1,4,2,3,1,1,2,4,3,2,3,3,4,3,2,1,1,1,1,0,,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,1,,1,,0,0,0,0,0,1,0,1,1,1969,2,2,0,0,0,0,1,0,,5,1,4,No.,Puget,55+,1,9
1255,85375,3,5,2,4,4,1,5,5,1,1,1,5,3,4,4,5,4,4,2,5,5,4,1,3,5,4,3,4,3,3,2,3,3,2,3,2,2,8,3,3,4,2,1,4,4,1,2,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,5,4,1,1,1,5,1,2,Doubtful in the desert. I experienced 40 below zero in Alaska. Learned to deal with it after a steep learni g curve. I know very well how to make it work-,1,1,4,1,4,3,3,4,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,4,4,1,3,1,5,2,2,We already have emergency food supplies on hand. The stores would go bare quickly.,4,1,2,4,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,2,6,,0,2,,1,2,,,,,,,3,1,1,2,5,4,4,3,1,3,3,2,3,2,3,3,4,4,5,1,2,5,2,4,1,0,1,0,0,0,1,1,,4,4,4,1,4,4,1,3,4,4,4,1,2,3,4,2,2,4,4,2,1,3,2,2,3,3,0,0,0,0,1,,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,1,3,1,,2,,0,0,0,0,2,0,0,2,2,1970,1,2,0,0,0,0,1,0,,6,1,6,,Maricopa,55+,2,8
1256,98042,49,3,2,2,4,4,5,3,3,2,4,3,3,4,3,4,3,3,3,4,4,4,3,3,3,2,4,2,1,1,3,1,3,3,3,3,2,7,3,3,3,4,2,4,2,1,1,1,1,3,2,2,2,4,3,4,4,1,1,1,1,3,1,Nothing different,3,3,2,3,3,3,3,1,2,3,3,3,1,1,1,3,3,4,3,1,1,1,1,1,1,Wrap up warm,1,1,1,1,2,1,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,1,4,1,3,1,4,1,1,3,4,2,2,1,2,2,2,2,3,3,3,2,2,3,3,4,2,1,0,0,0,0,1,1,,2,2,1,1,1,2,1,1,1,3,2,3,1,4,2,1,1,3,3,3,3,3,3,2,3,3,1,1,0,1,0,,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,1,,1,,2,,1,1,0,0,2,0,0,2,2,1981,1,2,0,0,0,0,1,0,,3,1,11,Nope,Puget,35-54,4,9
1257,85345,3,5,1,4,5,3,4,4,1,2,5,4,2,3,4,5,4,3,4,4,5,4,4,5,5,5,4,3,1,3,1,1,3,1,1,1,3,10,1,2,5,2,1,5,1,1,1,1,1,3,3,2,1,5,4,4,3,1,1,1,3,4,3,Utilize my swimming pool,4,4,4,4,4,4,3,4,3,4,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,6,4,1,5,2,2,1,3,5,3,I would utilize all resources to conserve the cool in the house,4,4,4,4,1,4,4,2,4,2,4,4,,,,,,,,,,,,,2,5,1,1,1,5,1,1,1,1,1,1,1,3,4,4,1,4,4,4,1,2,5,5,5,1,0,1,0,0,0,0,0,,3,3,3,1,1,3,1,2,2,4,2,3,4,1,2,1,1,1,1,3,2,2,2,4,3,4,1,0,0,0,0,,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,1,,1,,2,,0,0,0,1,1,0,1,3,2,1953,2,2,0,0,0,0,1,0,,1,1,6,,Maricopa,55+,3,8
1258,85283,3,4,2,3,4,3,3,4,2,3,4,4,3,4,3,1,3,2,3,4,4,4,4,4,3,1,4,4,3,3,3,4,4,3,4,4,1,5,2,4,2,5,2,5,5,1,1,1,1,5,2,2,3,5,3,2,5,2,3,5,4,4,3,Keep my family and myself hydrated ,1,2,2,2,2,1,2,4,2,3,2,3,1,2,2,5,0,3,4,1,3,2,5,3,3,Try to keep my family and myself in a warm home,1,1,1,3,3,3,3,4,3,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,2,1,2,1,2,2,3,1,4,4,2,2,1,1,3,4,3,4,4,5,2,2,5,2,3,3,1,1,0,0,0,0,1,,4,4,4,3,3,5,2,3,3,2,2,3,2,4,1,1,1,1,1,3,1,2,2,1,2,4,0,0,0,0,1,,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,1,,3,,1,,3,0,0,3,1,0,0,1,1,1977,2,2,1,0,0,0,0,0,,4,1,1,More communication on safety measures and hydration centers,Maricopa,35-54,4,8
1259,98203,49,5,1,3,3,4,4,4,3,2,5,5,4,1,5,5,5,3,3,4,4,4,3,4,4,5,3,3,1,1,3,3,3,1,3,1,3,10,3,1,5,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,2,3,6,3,1,4,1,4,3,2,3,2,2,5,3,3,3,3,4,5,3,2,5,4,4,3,0,1,1,0,0,1,0,,3,3,3,2,2,2,3,4,4,3,3,2,1,3,4,1,1,3,3,3,2,2,2,2,3,2,1,1,0,1,0,,4,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,1,,1,,2,,0,0,0,0,0,0,2,2,3,1951,1,2,0,0,0,0,1,0,,6,1,6,no,Puget,55+,2,9
1260,87405,49,5,2,5,4,5,5,5,4,2,4,5,5,2,4,5,4,3,5,5,4,4,4,5,5,5,4,4,3,3,3,3,3,3,3,3,2,8,1,2,5,2,1,2,2,3,2,1,3,2,2,3,3,4,2,4,5,2,2,4,5,5,4,We added air conditioning to our home after the last extreme heat event.,1,2,2,1,4,3,1,1,2,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,4,4,3,2,3,4,5,4,We will use our back up generator.,3,3,3,3,3,3,3,3,4,2,3,2,3,,0,7,,1,2,,,,,,,3,2,1,1,5,1,4,4,1,3,2,2,3,3,3,3,3,4,4,4,2,4,4,4,1,0,1,1,0,0,0,1,,2,2,2,1,2,3,3,2,2,3,2,3,4,2,1,1,1,3,3,3,3,3,2,3,3,2,1,1,0,1,0,,4,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,1,,2,,0,0,0,0,0,0,2,2,2,1952,1,2,0,0,0,0,1,0,,5,1,6,We're lucky we don't have too many extreme events.,,55+,2,9
1261,98122,49,4,5,4,5,4,2,4,3,3,2,4,3,2,3,5,4,4,4,4,3,4,4,4,3,4,2,3,2,3,3,3,4,1,1,3,2,8,2,3,4,2,1,5,1,1,2,1,1,3,1,1,2,5,3,3,4,1,4,2,4,4,3,We will get more AC for our house.,4,4,3,3,4,4,4,3,3,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,4,3,4,2,1,1,4,5,3,I made safer our old fundament hired specialists.,4,4,1,1,2,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,5,3,1,1,2,5,1,1,3,1,3,2,1,3,4,3,3,3,4,1,5,2,5,4,4,1,1,1,0,0,0,1,0,,5,3,4,1,3,2,5,3,3,2,4,4,1,3,2,1,2,4,2,3,4,2,2,4,2,3,1,1,0,1,0,,2,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,6,,9,,2,,1,,2,,0,0,0,0,0,0,2,0,0,1947,2,2,0,0,0,0,1,0,,5,4,3,When we're together and helping each other.,Puget,55+,2,9
1262,98012,49,4,2,3,5,4,4,3,2,3,4,4,3,4,3,4,4,3,4,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,8,1,2,4,4,1,1,1,1,1,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,2,4,3,3,3,3,4,3,no,1,1,1,1,3,4,3,2,3,2,3,2,5,,0,15,,1,1,,,,,,,3,1,1,1,3,3,1,2,1,2,2,1,4,4,4,2,4,4,3,1,2,3,5,4,2,1,1,0,0,0,1,0,,2,2,3,2,1,2,1,1,2,2,2,1,2,3,4,1,1,2,3,3,4,3,2,2,3,3,1,1,0,1,0,,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,1,,2,,0,0,0,0,0,2,0,2,2,1962,1,2,0,0,0,0,1,0,,7,1,7,none,Puget,55+,2,9
